id,name,domain,category_vi,latitude,longitude,address,district,province,description,search_text
TH_00075,Highlands Coffee,Ẩm thực,quán cà phê,19.81367,105.7679641,"Đông Bắc Quán, Đường Dương Đình Nghệ, Đông Thọ, Thanh Hóa",Thanh Hóa,Thanh Hóa,"Highlands Coffee là quán cà phê tại Thanh Hóa, Thanh Hóa.",Highlands Coffee Ẩm thực quán cà phê Thanh Hóa Thanh Hóa
TH_00076,Cafe Nang Saigon,Ẩm thực,quán cà phê,19.8031093,105.771563,"19 Đường Phan Bội Châu, Ba Đình, Thanh Hóa, 40121",Thanh Hóa,Thanh Hóa,"Cafe Nang Saigon là quán cà phê tại Thanh Hóa, Thanh Hóa.",Cafe Nang Saigon Ẩm thực quán cà phê Thanh Hóa Thanh Hóa
TH_00077,Vinpearl Hotel,Du lịch,khách sạn,19.810097,105.7778591,"Văn Phòng Tuyển Sinh Trung Tâm Anh Ngữ London, 1B Đường Triệu Quốc Đạt, Điện Biên, Thanh Hóa, 40120",Thanh Hóa,Thanh Hóa,"Vinpearl Hotel là khách sạn tại Thanh Hóa, Thanh Hóa.",Vinpearl Hotel Du lịch khách sạn Thanh Hóa Thanh Hóa
TH_00078,Pù Luông Treehouse,Du lịch,khách sạn,20.4476278,105.157116,"Thành Lâm, Bá Thước, Thanh Hóa",Bá Thước,Thanh Hóa,"Pù Luông Treehouse là khách sạn tại Bá Thước, Thanh Hóa.",Pù Luông Treehouse Du lịch khách sạn Bá Thước Thanh Hóa
TH_00079,Camellia Hostel,Du lịch,khách sạn,19.7861527,105.7748872,"52 Đường Nguyễn Phục, Quảng Thắng, Thanh Hóa, 40131",Thanh Hóa,Thanh Hóa,"Camellia Hostel là khách sạn tại Thanh Hóa, Thanh Hóa.",Camellia Hostel Du lịch khách sạn Thanh Hóa Thanh Hóa
TH_00080,Phú Sõn,Ẩm thực,quán cà phê,20.1259128,105.6625745,"Kim Tân, Thạch Thành, Thanh Hóa",Thạch Thành,Thanh Hóa,"Phú Sõn là quán cà phê tại Thạch Thành, Thanh Hóa.",Phú Sõn Ẩm thực quán cà phê Thạch Thành Thanh Hóa
TH_00081,Phu Son Coffee (dach,Ẩm thực,quán cà phê,20.125735,105.6624948,"Kim Tân, Thạch Thành, Thanh Hóa",Thạch Thành,Thanh Hóa,"Phu Son Coffee (dach là quán cà phê tại Thạch Thành, Thanh Hóa.",Phu Son Coffee (dach Ẩm thực quán cà phê Thạch Thành Thanh Hóa
TH_00082,Café/Fastfood,Ẩm thực,quán cà phê,19.665993,105.4338858,"Yên Cát, Như Xuân, Thanh Hóa",Như Xuân,Thanh Hóa,"Café/Fastfood là quán cà phê tại Như Xuân, Thanh Hóa.",Café/Fastfood Ẩm thực quán cà phê Như Xuân Thanh Hóa
TH_00083,Guesthouse 200'000 clean,Du lịch,khách sạn,20.351756,105.2229177,"Đường Quốc Lộ 217, Cành Nàng, Bá Thước, Thanh Hóa, 41406",Bá Thước,Thanh Hóa,"Guesthouse 200'000 clean là khách sạn tại Bá Thước, Thanh Hóa.",Guesthouse 200'000 clean Du lịch khách sạn Bá Thước Thanh Hóa
TH_00084,Ls mart,Ẩm thực,quán cà phê,19.8946944,105.4007838,"Đường Hồ Chí Minh, Thọ Xương, Thọ Xuân, Thanh Hóa, 41630",Thọ Xuân,Thanh Hóa,"Ls mart là quán cà phê tại Thọ Xuân, Thanh Hóa.",Ls mart Ẩm thực quán cà phê Thọ Xuân Thanh Hóa
TH_00085,Nhà Nghỉ Hạnh Phúc,Du lịch,nhà khách/homestay,20.1468951,105.7276753,"Đường Quốc Lộ 45, Vân Du, Thạch Thành, Thanh Hóa, 41208",Thạch Thành,Thanh Hóa,"Nhà Nghỉ Hạnh Phúc là nhà khách/homestay tại Thạch Thành, Thanh Hóa.",Nhà Nghỉ Hạnh Phúc Du lịch nhà khách/homestay Thạch Thành Thanh Hóa
TH_00086,Milk tea & coffee Tôm Tít,Ẩm thực,quán cà phê,20.265843,105.3548022,"Cẩm Thành, Cẩm Thủy, Thanh Hóa",Cẩm Thủy,Thanh Hóa,"Milk tea & coffee Tôm Tít là quán cà phê tại Cẩm Thủy, Thanh Hóa.",Milk tea & coffee Tôm Tít Ẩm thực quán cà phê Cẩm Thủy Thanh Hóa
TH_00087,Cafe Mr.Wolf,Ẩm thực,quán cà phê,19.3323033,105.8018459,"Hải Thượng, Tĩnh Gia, Thanh Hóa",Tĩnh Gia,Thanh Hóa,"Cafe Mr.Wolf là quán cà phê tại Tĩnh Gia, Thanh Hóa.",Cafe Mr.Wolf Ẩm thực quán cà phê Tĩnh Gia Thanh Hóa
TH_00088,Bánh Khoái Tép - Cô Tâm,Ẩm thực,quán thức ăn nhanh,19.8044077,105.7819866,"Tạo Mẫu Tóc Thương Thúy, 35A Đường Đinh Lễ, Lam Sơn, Thanh Hóa, 40123",Thanh Hóa,Thanh Hóa,"Bánh Khoái Tép - Cô Tâm là quán thức ăn nhanh tại Thanh Hóa, Thanh Hóa.",Bánh Khoái Tép - Cô Tâm Ẩm thực quán thức ăn nhanh Thanh Hóa Thanh Hóa
TH_00089,Khách Sạn Phương Đông,Du lịch,khách sạn,19.730622,105.8985572,"Karaoke Thùy Trang, Đường Tô Hiến Thành, Trường Sơn, Sầm Sơn, Thanh Hóa, 40206",Sầm Sơn,Thanh Hóa,"Khách Sạn Phương Đông là khách sạn tại Sầm Sơn, Thanh Hóa.",Khách Sạn Phương Đông Du lịch khách sạn Sầm Sơn Thanh Hóa
TH_00090,Chợ Trúc,Du lịch,chợ truyền thống,19.408736,105.7545689,"Đường Nghi Sơn - Bãi Trành, Xuân Lâm, Tĩnh Gia, Thanh Hóa, 42728",Tĩnh Gia,Thanh Hóa,"Chợ Trúc là chợ truyền thống tại Tĩnh Gia, Thanh Hóa.",Chợ Trúc Du lịch chợ truyền thống Tĩnh Gia Thanh Hóa
TH_00091,Làng mây tre đan Hoằng Thịnh,Du lịch,địa điểm du lịch,19.8249102,105.8414391,"Hoằng Thịnh, Hoằng Hóa, Thanh Hóa",Hoằng Hóa,Thanh Hóa,"Làng mây tre đan Hoằng Thịnh là địa điểm du lịch tại Hoằng Hóa, Thanh Hóa.",Làng mây tre đan Hoằng Thịnh Du lịch địa điểm du lịch Hoằng Hóa Thanh Hóa
TH_00092,Làng nghề dệt chiếu Nga Sơn,Du lịch,địa điểm du lịch,20.0083366,105.970651,"Đường Hàm Long, Nga Sơn, Thanh Hóa, 40506",Nga Sơn,Thanh Hóa,"Làng nghề dệt chiếu Nga Sơn là địa điểm du lịch tại Nga Sơn, Thanh Hóa.",Làng nghề dệt chiếu Nga Sơn Du lịch địa điểm du lịch Nga Sơn Thanh Hóa
TH_00093,Làng làm bánh gai Tứ Trụ,Du lịch,địa điểm du lịch,19.9303328,105.4618611,"Đường Lê Lợi, Thọ Diên, Thọ Xuân, Thanh Hóa, 41626",Thọ Xuân,Thanh Hóa,"Làng làm bánh gai Tứ Trụ là địa điểm du lịch tại Thọ Xuân, Thanh Hóa.",Làng làm bánh gai Tứ Trụ Du lịch địa điểm du lịch Thọ Xuân Thanh Hóa
TH_00094,Làng nghề dệt nhiễu Hồng Đô,Du lịch,địa điểm du lịch,19.872504,105.6921165,"Thiệu Đô, Thiệu Hóa, Thanh Hóa",Thiệu Hóa,Thanh Hóa,"Làng nghề dệt nhiễu Hồng Đô là địa điểm du lịch tại Thiệu Hóa, Thanh Hóa.",Làng nghề dệt nhiễu Hồng Đô Du lịch địa điểm du lịch Thiệu Hóa Thanh Hóa
TH_00095,Làng hương Đông Khê,Du lịch,địa điểm du lịch,19.8843497,105.8107687,"Hoằng Quỳ, Hoằng Hóa, Thanh Hóa",Hoằng Hóa,Thanh Hóa,"Làng hương Đông Khê là địa điểm du lịch tại Hoằng Hóa, Thanh Hóa.",Làng hương Đông Khê Du lịch địa điểm du lịch Hoằng Hóa Thanh Hóa
TH_00096,Làng nghề đúc đồng Chè Đông,Du lịch,địa điểm du lịch,19.8513962,105.6809232,"Thiệu Trung, Thiệu Hóa, Thanh Hóa",Thiệu Hóa,Thanh Hóa,"Làng nghề đúc đồng Chè Đông là địa điểm du lịch tại Thiệu Hóa, Thanh Hóa.",Làng nghề đúc đồng Chè Đông Du lịch địa điểm du lịch Thiệu Hóa Thanh Hóa
TH_00097,Làng điêu khắc đá Nhồi,Du lịch,địa điểm du lịch,19.7957165,105.7491163,"Đường Quốc Lộ 45, An Hưng, Nhồi, Thanh Hóa, 40134",Thanh Hóa,Thanh Hóa,"Làng điêu khắc đá Nhồi là địa điểm du lịch tại Thanh Hóa, Thanh Hóa.",Làng điêu khắc đá Nhồi Du lịch địa điểm du lịch Thanh Hóa Thanh Hóa
TH_00098,Làng mộc Đạt Tài,Du lịch,địa điểm du lịch,19.8823242,105.8861058,"Hoằng Hà, Hoằng Hóa, Thanh Hóa",Hoằng Hóa,Thanh Hóa,"Làng mộc Đạt Tài là địa điểm du lịch tại Hoằng Hóa, Thanh Hóa.",Làng mộc Đạt Tài Du lịch địa điểm du lịch Hoằng Hóa Thanh Hóa
TH_00099,KS Tài nguyên Môi trường,Du lịch,khách sạn,19.7408888,105.9041862,"Quán Quốc Việt, Đường Hồ Xuân Hương, Bắc Sơn, Sầm Sơn, Thanh Hóa",Sầm Sơn,Thanh Hóa,"KS Tài nguyên Môi trường là khách sạn tại Sầm Sơn, Thanh Hóa.",KS Tài nguyên Môi trường Du lịch khách sạn Sầm Sơn Thanh Hóa
TH_00100,Hai An hotel,Du lịch,khách sạn,19.4497245,105.7799806,"Đường Quốc Lộ 1, Hải Hòa, Tĩnh Gia, Thanh Hóa, 42734",Tĩnh Gia,Thanh Hóa,"Hai An hotel là khách sạn tại Tĩnh Gia, Thanh Hóa.",Hai An hotel Du lịch khách sạn Tĩnh Gia Thanh Hóa
TH_00101,Com Binh Dan,Ẩm thực,nhà hàng,19.449955,105.7805949,"Khôi Vinh, 166 Đường Quốc Lộ 1, Hải Hòa, Tĩnh Gia, Thanh Hóa, 42734",Tĩnh Gia,Thanh Hóa,"Com Binh Dan là nhà hàng tại Tĩnh Gia, Thanh Hóa.",Com Binh Dan Ẩm thực nhà hàng Tĩnh Gia Thanh Hóa
TH_00102,khu di tích lịch sử Lam Kinh,Du lịch,địa điểm du lịch,19.9275606,105.4035142,"Lam Sơn, Thọ Xuân, Thanh Hóa",Thọ Xuân,Thanh Hóa,"khu di tích lịch sử Lam Kinh là địa điểm du lịch tại Thọ Xuân, Thanh Hóa.",khu di tích lịch sử Lam Kinh Du lịch địa điểm du lịch Thọ Xuân Thanh Hóa
TH_00103,Chợ Thạch Sơn,Du lịch,chợ truyền thống,20.1857755,105.6086244,"Thạch Sơn, Thạch Thành, Thanh Hóa",Thạch Thành,Thanh Hóa,"Chợ Thạch Sơn là chợ truyền thống tại Thạch Thành, Thanh Hóa.",Chợ Thạch Sơn Du lịch chợ truyền thống Thạch Thành Thanh Hóa
TH_00104,Chợ Yên Dạ,Du lịch,chợ truyền thống,20.1641033,105.6274314,"Thạch Bình, Thạch Thành, Thanh Hóa",Thạch Thành,Thanh Hóa,"Chợ Yên Dạ là chợ truyền thống tại Thạch Thành, Thanh Hóa.",Chợ Yên Dạ Du lịch chợ truyền thống Thạch Thành Thanh Hóa
TH_00105,Chợ Kim Tân,Du lịch,chợ truyền thống,20.1294471,105.6689734,"Đường Quốc Lộ 45, Kim Tân, Thạch Thành, Thanh Hóa, 41206",Thạch Thành,Thanh Hóa,"Chợ Kim Tân là chợ truyền thống tại Thạch Thành, Thanh Hóa.",Chợ Kim Tân Du lịch chợ truyền thống Thạch Thành Thanh Hóa
TH_00106,Liên Sơn Quán,Ẩm thực,quán cà phê,20.184699,105.603355,"Thạch Sơn, Thạch Thành, Thanh Hóa",Thạch Thành,Thanh Hóa,"Liên Sơn Quán là quán cà phê tại Thạch Thành, Thanh Hóa.",Liên Sơn Quán Ẩm thực quán cà phê Thạch Thành Thanh Hóa
TH_00107,Chợ Thạch Yến,Du lịch,chợ truyền thống,20.2466189,105.5538197,"Thạch Cẩm, Thạch Thành, Thanh Hóa",Thạch Thành,Thanh Hóa,"Chợ Thạch Yến là chợ truyền thống tại Thạch Thành, Thanh Hóa.",Chợ Thạch Yến Du lịch chợ truyền thống Thạch Thành Thanh Hóa
TH_00108,nhà ông Mai Văn Thuyết,Du lịch,công viên,20.0350588,105.996459,"Đường Quốc Lộ 10, Nga Giáp, Nga Sơn, Thanh Hóa, 40515",Nga Sơn,Thanh Hóa,"nhà ông Mai Văn Thuyết là công viên tại Nga Sơn, Thanh Hóa.",nhà ông Mai Văn Thuyết Du lịch công viên Nga Sơn Thanh Hóa
TH_00109,Tạp hoá Hoàn Tèo,Du lịch,chợ truyền thống,20.1860764,105.6081544,"Thạch Sơn, Thạch Thành, Thanh Hóa",Thạch Thành,Thanh Hóa,"Tạp hoá Hoàn Tèo là chợ truyền thống tại Thạch Thành, Thanh Hóa.",Tạp hoá Hoàn Tèo Du lịch chợ truyền thống Thạch Thành Thanh Hóa
TH_00110,Cafe Mốc,Ẩm thực,quán cà phê,20.292059,105.5212944,"Đường Hồ Chí Minh, Thạch Quảng, Thạch Thành, Thanh Hóa, 41218",Thạch Thành,Thanh Hóa,"Cafe Mốc là quán cà phê tại Thạch Thành, Thanh Hóa.",Cafe Mốc Ẩm thực quán cà phê Thạch Thành Thanh Hóa
TH_00111,Karaoke Thiên Đường Club,Ẩm thực,quán bar,20.2991014,105.5212163,"Đường Hồ Chí Minh, Thạch Quảng, Thạch Thành, Thanh Hóa, 41218",Thạch Thành,Thanh Hóa,"Karaoke Thiên Đường Club là quán bar tại Thạch Thành, Thanh Hóa.",Karaoke Thiên Đường Club Ẩm thực quán bar Thạch Thành Thanh Hóa
TH_00112,Thỉnh,Ẩm thực,nhà hàng,19.9214883,105.9013017,"Đường Quốc Lộ 10, Hậu Lộc, Thanh Hóa, 40412",Hậu Lộc,Thanh Hóa,"Thỉnh là nhà hàng tại Hậu Lộc, Thanh Hóa.",Thỉnh Ẩm thực nhà hàng Hậu Lộc Thanh Hóa
TH_00113,Dai Viet Hotel,Du lịch,khách sạn,19.8120009,105.7732935,"19 Đường Phan Chu Trinh, Điện Biên, Thanh Hóa, 40120",Thanh Hóa,Thanh Hóa,"Dai Viet Hotel là khách sạn tại Thanh Hóa, Thanh Hóa.",Dai Viet Hotel Du lịch khách sạn Thanh Hóa Thanh Hóa
TH_00114,Hac Thanh Garden,Ẩm thực,nhà hàng,19.8100122,105.7720515,"Đường Hạc Thành, Điện Biên, Thanh Hóa, 40120",Thanh Hóa,Thanh Hóa,"Hac Thanh Garden là nhà hàng tại Thanh Hóa, Thanh Hóa.",Hac Thanh Garden Ẩm thực nhà hàng Thanh Hóa Thanh Hóa
TH_00115,The Coffee House,Ẩm thực,quán cà phê,19.8073633,105.7776818,"BIDV - Chi Nhánh Thanh Hóa - Phòng Giao Dịch Số 1, 27 Đường Đại Lộ Lê Lợi, Lam Sơn, Thanh Hóa, 40123",Thanh Hóa,Thanh Hóa,"The Coffee House là quán cà phê tại Thanh Hóa, Thanh Hóa.",The Coffee House Ẩm thực quán cà phê Thanh Hóa Thanh Hóa
TH_00116,Pu Luong Aroma,Du lịch,khách sạn,20.4490304,105.1531271,"Thành Lâm, Bá Thước, Thanh Hóa",Bá Thước,Thanh Hóa,"Pu Luong Aroma là khách sạn tại Bá Thước, Thanh Hóa.",Pu Luong Aroma Du lịch khách sạn Bá Thước Thanh Hóa
TH_00117,Pu Luong Home,Du lịch,khách sạn,20.4468606,105.1495996,"Thành Lâm, Bá Thước, Thanh Hóa",Bá Thước,Thanh Hóa,"Pu Luong Home là khách sạn tại Bá Thước, Thanh Hóa.",Pu Luong Home Du lịch khách sạn Bá Thước Thanh Hóa
TH_00118,Cana Coffee,Ẩm thực,quán thức ăn nhanh,19.6672768,105.4391993,"Đài Truyền Thanh Truyền Hình Huyện Như Xuân, Yên Cát, Như Xuân, Thanh Hóa, 42506",Như Xuân,Thanh Hóa,"Cana Coffee là quán thức ăn nhanh tại Như Xuân, Thanh Hóa.",Cana Coffee Ẩm thực quán thức ăn nhanh Như Xuân Thanh Hóa
TH_00119,Dông Xuân Quán,Ẩm thực,quán cà phê,19.8240705,105.687769,"Đường Quốc Lộ 47, Đông Minh, Đông Sơn, Thanh Hóa, 40813",Đông Sơn,Thanh Hóa,"Dông Xuân Quán là quán cà phê tại Đông Sơn, Thanh Hóa.",Dông Xuân Quán Ẩm thực quán cà phê Đông Sơn Thanh Hóa
TH_00120,Bamboo boat,Du lịch,địa điểm du lịch,20.4065094,105.2057577,"Ban Công, Bá Thước, Thanh Hóa",Bá Thước,Thanh Hóa,"Bamboo boat là địa điểm du lịch tại Bá Thước, Thanh Hóa.",Bamboo boat Du lịch địa điểm du lịch Bá Thước Thanh Hóa
TH_00121,Puluong Bocbondi Retreat,Du lịch,khách sạn,20.4557784,105.1364898,"Thành Sơn, Bá Thước, Thanh Hóa",Bá Thước,Thanh Hóa,"Puluong Bocbondi Retreat là khách sạn tại Bá Thước, Thanh Hóa.",Puluong Bocbondi Retreat Du lịch khách sạn Bá Thước Thanh Hóa
TH_00122,Tiệm trà bánh nắng mai,Ẩm thực,quán cà phê,19.6302823,105.581171,"Bến Sung, Như Thanh, Thanh Hóa",Như Thanh,Thanh Hóa,"Tiệm trà bánh nắng mai là quán cà phê tại Như Thanh, Thanh Hóa.",Tiệm trà bánh nắng mai Ẩm thực quán cà phê Như Thanh Thanh Hóa
TH_00123,Pu Luong Retreat,Du lịch,nhà khách/homestay,20.4471646,105.1550971,"Thành Lâm, Bá Thước, Thanh Hóa",Bá Thước,Thanh Hóa,"Pu Luong Retreat là nhà khách/homestay tại Bá Thước, Thanh Hóa.",Pu Luong Retreat Du lịch nhà khách/homestay Bá Thước Thanh Hóa
TH_00124,Đình Hàm Hạ,Du lịch,địa điểm du lịch,19.8266245,105.7065252,"Đông Tiến, Đông Sơn, Thanh Hóa",Đông Sơn,Thanh Hóa,"Đình Hàm Hạ là địa điểm du lịch tại Đông Sơn, Thanh Hóa.",Đình Hàm Hạ Du lịch địa điểm du lịch Đông Sơn Thanh Hóa
TH_00125,Nha Nghi Quang Trung,Du lịch,khách sạn,20.6060968,104.8545721,"Đường Vạn Mai-Trung Sơn, Trung Sơn, Quan Hóa, Thanh Hóa, 41923",Quan Hóa,Thanh Hóa,"Nha Nghi Quang Trung là khách sạn tại Quan Hóa, Thanh Hóa.",Nha Nghi Quang Trung Du lịch khách sạn Quan Hóa Thanh Hóa
TH_00126,Green Hills Homestay,Du lịch,nhà khách/homestay,20.2403121,105.3572853,"Đường Quốc Lộ 217, Cẩm Thành, Cẩm Thủy, Thanh Hóa, 41312",Cẩm Thủy,Thanh Hóa,"Green Hills Homestay là nhà khách/homestay tại Cẩm Thủy, Thanh Hóa.",Green Hills Homestay Du lịch nhà khách/homestay Cẩm Thủy Thanh Hóa
TH_00127,Big Bamboo Wather Wheels,Du lịch,địa điểm du lịch,20.3813461,105.2108098,"Ban Công, Bá Thước, Thanh Hóa",Bá Thước,Thanh Hóa,"Big Bamboo Wather Wheels là địa điểm du lịch tại Bá Thước, Thanh Hóa.",Big Bamboo Wather Wheels Du lịch địa điểm du lịch Bá Thước Thanh Hóa
TH_00128,Goki BBQ,Ẩm thực,nhà hàng,19.9116175,105.4082974,"Đường Quốc Lộ 47C, Lam Sơn, Thọ Xuân, Thanh Hóa, 41628",Thọ Xuân,Thanh Hóa,"Goki BBQ là nhà hàng tại Thọ Xuân, Thanh Hóa.",Goki BBQ Ẩm thực nhà hàng Thọ Xuân Thanh Hóa
TH_00129,Thành Nhà Hồ,Du lịch,địa điểm du lịch,20.0780149,105.6044464,"Vĩnh Tiến, Vĩnh Lộc, Thanh Hóa",Vĩnh Lộc,Thanh Hóa,"Thành Nhà Hồ là địa điểm du lịch tại Vĩnh Lộc, Thanh Hóa.",Thành Nhà Hồ Du lịch địa điểm du lịch Vĩnh Lộc Thanh Hóa
TH_00130,Công viên Hội An,Du lịch,công viên,19.8097373,105.7820724,"Công Viên, Đường Đại Lộ Lê Lợi, Lam Sơn, Thanh Hóa",Thanh Hóa,Thanh Hóa,"Công viên Hội An là công viên tại Thanh Hóa, Thanh Hóa.",Công viên Hội An Du lịch công viên Thanh Hóa Thanh Hóa
TH_00131,Công viên Hoà Vang,Du lịch,công viên,19.7336237,105.7820851,"28 Đường Tố Hữu, Quảng Tân, Quảng Xương, Thanh Hóa, 42606",Quảng Xương,Thanh Hóa,"Công viên Hoà Vang là công viên tại Quảng Xương, Thanh Hóa.",Công viên Hoà Vang Du lịch công viên Quảng Xương Thanh Hóa
TH_00132,Công Viên Hòn Trống Mái,Du lịch,công viên,19.7267515,105.8919152,"Trường Sơn, Sầm Sơn, Thanh Hóa",Sầm Sơn,Thanh Hóa,"Công Viên Hòn Trống Mái là công viên tại Sầm Sơn, Thanh Hóa.",Công Viên Hòn Trống Mái Du lịch công viên Sầm Sơn Thanh Hóa
TH_00133,Chợ Cột Đỏ,Du lịch,chợ truyền thống,19.7350853,105.8924733,"Đường Lý Tự Trọng, Trường Sơn, Sầm Sơn, Thanh Hóa, 40206",Sầm Sơn,Thanh Hóa,"Chợ Cột Đỏ là chợ truyền thống tại Sầm Sơn, Thanh Hóa.",Chợ Cột Đỏ Du lịch chợ truyền thống Sầm Sơn Thanh Hóa
TH_00134,Chợ Bắc Sơn,Du lịch,chợ truyền thống,19.741995,105.8954065,"Đường Bà Triệu, Bắc Sơn, Sầm Sơn, Thanh Hóa, 40207",Sầm Sơn,Thanh Hóa,"Chợ Bắc Sơn là chợ truyền thống tại Sầm Sơn, Thanh Hóa.",Chợ Bắc Sơn Du lịch chợ truyền thống Sầm Sơn Thanh Hóa
TH_00135,Công viên cây xanh,Du lịch,công viên,19.8117056,105.7720907,"Đường Hạc Thành, Điện Biên, Thanh Hóa, 40120",Thanh Hóa,Thanh Hóa,"Công viên cây xanh là công viên tại Thanh Hóa, Thanh Hóa.",Công viên cây xanh Du lịch công viên Thanh Hóa Thanh Hóa
TH_00136,Le Loi Monument Park,Du lịch,công viên,19.807291,105.7761411,"Phố Lê Hồng Phong, Lam Sơn, Thanh Hóa, 40123",Thanh Hóa,Thanh Hóa,"Le Loi Monument Park là công viên tại Thanh Hóa, Thanh Hóa.",Le Loi Monument Park Du lịch công viên Thanh Hóa Thanh Hóa
TH_00137,Chợ đầu mối rau quả thực phẩm Đông Hương,Du lịch,chợ truyền thống,19.7991629,105.7923588,"Đông Hương, Thanh Hóa",Thanh Hóa,Thanh Hóa,"Chợ đầu mối rau quả thực phẩm Đông Hương là chợ truyền thống tại Thanh Hóa, Thanh Hóa.",Chợ đầu mối rau quả thực phẩm Đông Hương Du lịch chợ truyền thống Thanh Hóa Thanh Hóa
TH_00138,Công viên trung tâm Sầm Sơn,Du lịch,công viên,19.7368059,105.8991515,"Đường Thanh Niên, Bắc Sơn, Sầm Sơn, Thanh Hóa, 40207",Sầm Sơn,Thanh Hóa,"Công viên trung tâm Sầm Sơn là công viên tại Sầm Sơn, Thanh Hóa.",Công viên trung tâm Sầm Sơn Du lịch công viên Sầm Sơn Thanh Hóa
TH_00139,Lam Kinh Hotel,Du lịch,khách sạn,19.8066121,105.7936509,"Đường Đại Lộ Lê Lợi, Đông Hương, Thanh Hóa, 40124",Thanh Hóa,Thanh Hóa,"Lam Kinh Hotel là khách sạn tại Thanh Hóa, Thanh Hóa.",Lam Kinh Hotel Du lịch khách sạn Thanh Hóa Thanh Hóa
TH_00140,Bảo tàng tỉnh Thanh Hóa,Du lịch,bảo tàng,19.8151023,105.7803866,"Đường Cao Bá Quát, Trường Thi, Thanh Hóa, 40111",Thanh Hóa,Thanh Hóa,"Bảo tàng tỉnh Thanh Hóa là bảo tàng tại Thanh Hóa, Thanh Hóa.",Bảo tàng tỉnh Thanh Hóa Du lịch bảo tàng Thanh Hóa Thanh Hóa
TH_00141,Vincom+ Tĩnh Gia,Du lịch,trung tâm thương mại,19.4363409,105.771921,"Đường Quốc Lộ 1, Nguyên Bình, Tĩnh Gia, Thanh Hóa, 42724",Tĩnh Gia,Thanh Hóa,"Vincom+ Tĩnh Gia là trung tâm thương mại tại Tĩnh Gia, Thanh Hóa.",Vincom+ Tĩnh Gia Du lịch trung tâm thương mại Tĩnh Gia Thanh Hóa
TH_00142,Chợ Làng Hà,Du lịch,chợ truyền thống,19.646812,105.7873978,"Quảng Khê, Quảng Xương, Thanh Hóa",Quảng Xương,Thanh Hóa,"Chợ Làng Hà là chợ truyền thống tại Quảng Xương, Thanh Hóa.",Chợ Làng Hà Du lịch chợ truyền thống Quảng Xương Thanh Hóa
TH_00143,FLC Luxury Hotel Sầm Sơn,Du lịch,khách sạn,19.763812,105.9185069,"Đường Hồ Xuân Hương, Quảng Cư, Sầm Sơn, Thanh Hóa, 40209",Sầm Sơn,Thanh Hóa,"FLC Luxury Hotel Sầm Sơn là khách sạn tại Sầm Sơn, Thanh Hóa.",FLC Luxury Hotel Sầm Sơn Du lịch khách sạn Sầm Sơn Thanh Hóa
TH_00144,FLC Grand Hotel Sầm Sơn,Du lịch,khách sạn,19.7646014,105.9170539,"Đường Hồ Xuân Hương, Quảng Cư, Sầm Sơn, Thanh Hóa, 40209",Sầm Sơn,Thanh Hóa,"FLC Grand Hotel Sầm Sơn là khách sạn tại Sầm Sơn, Thanh Hóa.",FLC Grand Hotel Sầm Sơn Du lịch khách sạn Sầm Sơn Thanh Hóa
TH_00145,Khách sạn Lê Lợi,Du lịch,khách sạn,19.7336527,105.8992812,"Đường Thanh Niên, Trường Sơn, Sầm Sơn, Thanh Hóa, 40206",Sầm Sơn,Thanh Hóa,"Khách sạn Lê Lợi là khách sạn tại Sầm Sơn, Thanh Hóa.",Khách sạn Lê Lợi Du lịch khách sạn Sầm Sơn Thanh Hóa
TH_00146,Nhà truyền thống huyện Quảng Xương,Du lịch,bảo tàng,19.7344156,105.7846066,"Quảng Tân, Quảng Xương, Thanh Hóa",Quảng Xương,Thanh Hóa,"Nhà truyền thống huyện Quảng Xương là bảo tàng tại Quảng Xương, Thanh Hóa.",Nhà truyền thống huyện Quảng Xương Du lịch bảo tàng Quảng Xương Thanh Hóa
TH_00147,Chợ Quảng Xương,Du lịch,chợ truyền thống,19.7295904,105.7828421,"Đường Tố Hữu, Quảng Tân, Quảng Xương, Thanh Hóa, 42606",Quảng Xương,Thanh Hóa,"Chợ Quảng Xương là chợ truyền thống tại Quảng Xương, Thanh Hóa.",Chợ Quảng Xương Du lịch chợ truyền thống Quảng Xương Thanh Hóa
TH_00148,Chợ Còng,Du lịch,chợ truyền thống,19.4509523,105.7799493,"Hải Hòa, Tĩnh Gia, Thanh Hóa",Tĩnh Gia,Thanh Hóa,"Chợ Còng là chợ truyền thống tại Tĩnh Gia, Thanh Hóa.",Chợ Còng Du lịch chợ truyền thống Tĩnh Gia Thanh Hóa
TH_00149,Chợ Bỉm Sơn,Du lịch,chợ truyền thống,20.0824939,105.8578864,"Đường Nguyễn Đình Chiểu, Ngọc Trạo, Bỉm Sơn, Thanh Hóa, 40712",Bỉm Sơn,Thanh Hóa,"Chợ Bỉm Sơn là chợ truyền thống tại Bỉm Sơn, Thanh Hóa.",Chợ Bỉm Sơn Du lịch chợ truyền thống Bỉm Sơn Thanh Hóa
TH_00150,Công viên Phủ Quảng,Du lịch,công viên,20.0532727,105.619773,"Đường Quốc Lộ 217, Vĩnh Lộc, Thanh Hóa, 41106",Vĩnh Lộc,Thanh Hóa,"Công viên Phủ Quảng là công viên tại Vĩnh Lộc, Thanh Hóa.",Công viên Phủ Quảng Du lịch công viên Vĩnh Lộc Thanh Hóa
