id,name,base_food,city,region,category,price_vnd,description
FOOD01051,Bánh bèo Đà Nẵng,Bánh bèo,Đà Nẵng,Trung,Món khô,48940,"Bánh bèo là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01052,Bún thịt nướng Huế,Bún thịt nướng,Huế,Trung,Lẩu,79262,"Bún thịt nướng là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01053,Bánh canh Huế,Bánh canh,Huế,Trung,Món chiên,91870,"Bánh canh là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01054,Phở bò Sài Gòn,Phở bò,Sài Gòn,Nam,Món cuốn,111011,"Phở bò là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01055,Bún riêu Sài Gòn,Bún riêu,Sài Gòn,Nam,Lẩu,49191,"Bún riêu là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01056,Cháo lòng Hà Nội,Cháo lòng,Hà Nội,Bắc,Món nước,36286,"Cháo lòng là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01057,Hủ tiếu Đà Nẵng,Hủ tiếu,Đà Nẵng,Trung,Lẩu,98031,"Hủ tiếu là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01058,Cháo gà Cần Thơ,Cháo gà,Cần Thơ,Nam,Món chiên,78992,"Cháo gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01059,Bún chả Hà Nội,Bún chả,Hà Nội,Bắc,Món cuốn,58997,"Bún chả là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01060,Mì Quảng Đà Nẵng,Mì Quảng,Đà Nẵng,Trung,Món khô,75006,"Mì Quảng là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01061,Bánh canh Nha Trang,Bánh canh,Nha Trang,Trung,Lẩu,43933,"Bánh canh là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01062,Cơm tấm Huế,Cơm tấm,Huế,Trung,Món cuốn,53999,"Cơm tấm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01063,Bún thịt nướng Hải Phòng,Bún thịt nướng,Hải Phòng,Bắc,Món cuốn,58751,"Bún thịt nướng là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01064,Bánh nậm Hải Phòng,Bánh nậm,Hải Phòng,Bắc,Món nước,33868,"Bánh nậm là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01065,Lẩu bò Sài Gòn,Lẩu bò,Sài Gòn,Nam,Món nướng,16983,"Lẩu bò là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01066,Bún thịt nướng Hải Phòng,Bún thịt nướng,Hải Phòng,Bắc,Món nước,117464,"Bún thịt nướng là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01067,Bún riêu Huế,Bún riêu,Huế,Trung,Món chiên,27055,"Bún riêu là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01068,Phở bò Huế,Phở bò,Huế,Trung,Món chiên,62815,"Phở bò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01069,Chả giò Cần Thơ,Chả giò,Cần Thơ,Nam,Món khô,19914,"Chả giò là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01070,Lẩu hải sản Huế,Lẩu hải sản,Huế,Trung,Món chiên,91159,"Lẩu hải sản là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01071,Phở gà Nha Trang,Phở gà,Nha Trang,Trung,Món nước,18348,"Phở gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01072,Gỏi cuốn Sài Gòn,Gỏi cuốn,Sài Gòn,Nam,Món nước,51928,"Gỏi cuốn là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01073,Bánh bèo Đà Nẵng,Bánh bèo,Đà Nẵng,Trung,Món khô,84228,"Bánh bèo là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01074,Bánh bèo Nha Trang,Bánh bèo,Nha Trang,Trung,Món nước,69351,"Bánh bèo là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01075,Cơm tấm Sài Gòn,Cơm tấm,Sài Gòn,Nam,Món cuốn,59815,"Cơm tấm là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01076,Bánh cuốn Nha Trang,Bánh cuốn,Nha Trang,Trung,Món khô,40664,"Bánh cuốn là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01077,Cháo gà Nha Trang,Cháo gà,Nha Trang,Trung,Món chiên,98122,"Cháo gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01078,Bánh canh Huế,Bánh canh,Huế,Trung,Lẩu,109411,"Bánh canh là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01079,Gỏi cuốn Huế,Gỏi cuốn,Huế,Trung,Món nước,54875,"Gỏi cuốn là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01080,Bún mắm Hải Phòng,Bún mắm,Hải Phòng,Bắc,Món nướng,112249,"Bún mắm là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01081,Bún riêu Sài Gòn,Bún riêu,Sài Gòn,Nam,Lẩu,106179,"Bún riêu là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01082,Hủ tiếu Sài Gòn,Hủ tiếu,Sài Gòn,Nam,Món chiên,19554,"Hủ tiếu là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01083,Bánh mì Nha Trang,Bánh mì,Nha Trang,Trung,Món khô,52003,"Bánh mì là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01084,Bánh mì Hải Phòng,Bánh mì,Hải Phòng,Bắc,Món nước,109794,"Bánh mì là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01085,Bún chả Hải Phòng,Bún chả,Hải Phòng,Bắc,Món nướng,71549,"Bún chả là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01086,Cao lầu Sài Gòn,Cao lầu,Sài Gòn,Nam,Món khô,112878,"Cao lầu là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01087,Bún đậu mắm tôm Đà Nẵng,Bún đậu mắm tôm,Đà Nẵng,Trung,Lẩu,115958,"Bún đậu mắm tôm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01088,Bún cá Nha Trang,Bún cá,Nha Trang,Trung,Món khô,24479,"Bún cá là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01089,Bún thịt nướng Đà Nẵng,Bún thịt nướng,Đà Nẵng,Trung,Món cuốn,111864,"Bún thịt nướng là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01090,Bánh ít Hải Phòng,Bánh ít,Hải Phòng,Bắc,Món chiên,42652,"Bánh ít là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01091,Cháo lòng Hải Phòng,Cháo lòng,Hải Phòng,Bắc,Món khô,60874,"Cháo lòng là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01092,Bánh bèo Đà Nẵng,Bánh bèo,Đà Nẵng,Trung,Món nước,74126,"Bánh bèo là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01093,Cao lầu Cần Thơ,Cao lầu,Cần Thơ,Nam,Món khô,43508,"Cao lầu là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01094,Bánh mì Đà Nẵng,Bánh mì,Đà Nẵng,Trung,Món cuốn,71983,"Bánh mì là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01095,Lẩu hải sản Nha Trang,Lẩu hải sản,Nha Trang,Trung,Món nước,75186,"Lẩu hải sản là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01096,Mì Quảng Sài Gòn,Mì Quảng,Sài Gòn,Nam,Món nướng,106458,"Mì Quảng là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01097,Lẩu hải sản Hải Phòng,Lẩu hải sản,Hải Phòng,Bắc,Món khô,88632,"Lẩu hải sản là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01098,Gỏi cuốn Huế,Gỏi cuốn,Huế,Trung,Lẩu,54964,"Gỏi cuốn là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01099,Bún thịt nướng Hà Nội,Bún thịt nướng,Hà Nội,Bắc,Món khô,25305,"Bún thịt nướng là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01100,Miến gà Huế,Miến gà,Huế,Trung,Món khô,77375,"Miến gà là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01101,Bún cá Hải Phòng,Bún cá,Hải Phòng,Bắc,Món nước,100681,"Bún cá là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01102,Gỏi cuốn Hải Phòng,Gỏi cuốn,Hải Phòng,Bắc,Món nước,63674,"Gỏi cuốn là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01103,Miến gà Nha Trang,Miến gà,Nha Trang,Trung,Món cuốn,94560,"Miến gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01104,Bánh ít Hải Phòng,Bánh ít,Hải Phòng,Bắc,Món khô,100336,"Bánh ít là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01105,Lẩu thái Hà Nội,Lẩu thái,Hà Nội,Bắc,Món khô,105745,"Lẩu thái là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01106,Bún chả Huế,Bún chả,Huế,Trung,Món chiên,79954,"Bún chả là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01107,Chả giò Nha Trang,Chả giò,Nha Trang,Trung,Món cuốn,84445,"Chả giò là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01108,Miến gà Đà Nẵng,Miến gà,Đà Nẵng,Trung,Món khô,31320,"Miến gà là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01109,Hủ tiếu Cần Thơ,Hủ tiếu,Cần Thơ,Nam,Món nướng,53877,"Hủ tiếu là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01110,Cháo gà Nha Trang,Cháo gà,Nha Trang,Trung,Món cuốn,47150,"Cháo gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01111,Bún đậu mắm tôm Đà Nẵng,Bún đậu mắm tôm,Đà Nẵng,Trung,Món khô,81931,"Bún đậu mắm tôm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01112,Hủ tiếu Sài Gòn,Hủ tiếu,Sài Gòn,Nam,Món cuốn,42281,"Hủ tiếu là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01113,Miến gà Hà Nội,Miến gà,Hà Nội,Bắc,Món nướng,79616,"Miến gà là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01114,Chả giò Đà Nẵng,Chả giò,Đà Nẵng,Trung,Món nước,55890,"Chả giò là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01115,Mì Quảng Huế,Mì Quảng,Huế,Trung,Món nước,45120,"Mì Quảng là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01116,Bún mắm Hà Nội,Bún mắm,Hà Nội,Bắc,Món cuốn,21199,"Bún mắm là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01117,Bánh xèo Huế,Bánh xèo,Huế,Trung,Món nước,109747,"Bánh xèo là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01118,Lẩu bò Huế,Lẩu bò,Huế,Trung,Món chiên,107842,"Lẩu bò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01119,Bún đậu mắm tôm Hải Phòng,Bún đậu mắm tôm,Hải Phòng,Bắc,Món chiên,66906,"Bún đậu mắm tôm là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01120,Bánh cuốn Cần Thơ,Bánh cuốn,Cần Thơ,Nam,Món khô,19085,"Bánh cuốn là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01121,Cơm gà Cần Thơ,Cơm gà,Cần Thơ,Nam,Lẩu,65896,"Cơm gà là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01122,Bún thịt nướng Huế,Bún thịt nướng,Huế,Trung,Món khô,113416,"Bún thịt nướng là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01123,Bún mắm Đà Nẵng,Bún mắm,Đà Nẵng,Trung,Món nướng,106276,"Bún mắm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01124,Bún chả Nha Trang,Bún chả,Nha Trang,Trung,Món nước,86859,"Bún chả là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01125,Miến gà Hà Nội,Miến gà,Hà Nội,Bắc,Món chiên,55571,"Miến gà là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01126,Bún đậu mắm tôm Huế,Bún đậu mắm tôm,Huế,Trung,Món cuốn,61885,"Bún đậu mắm tôm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01127,Bún cá Sài Gòn,Bún cá,Sài Gòn,Nam,Món nướng,45451,"Bún cá là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01128,Phở bò Nha Trang,Phở bò,Nha Trang,Trung,Món cuốn,104707,"Phở bò là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01129,Bún mắm Huế,Bún mắm,Huế,Trung,Món chiên,29673,"Bún mắm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01130,Miến gà Đà Nẵng,Miến gà,Đà Nẵng,Trung,Món cuốn,39880,"Miến gà là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01131,Bún riêu Nha Trang,Bún riêu,Nha Trang,Trung,Món khô,48858,"Bún riêu là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01132,Cơm chiên Huế,Cơm chiên,Huế,Trung,Món nước,71011,"Cơm chiên là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01133,Lẩu hải sản Nha Trang,Lẩu hải sản,Nha Trang,Trung,Món nướng,26647,"Lẩu hải sản là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01134,Hủ tiếu Cần Thơ,Hủ tiếu,Cần Thơ,Nam,Món khô,46668,"Hủ tiếu là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01135,Bún chả Hà Nội,Bún chả,Hà Nội,Bắc,Món nước,108499,"Bún chả là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01136,Lẩu bò Hà Nội,Lẩu bò,Hà Nội,Bắc,Món nướng,73519,"Lẩu bò là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01137,Mì Quảng Cần Thơ,Mì Quảng,Cần Thơ,Nam,Món nước,45791,"Mì Quảng là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01138,Phở bò Đà Nẵng,Phở bò,Đà Nẵng,Trung,Món chiên,41787,"Phở bò là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01139,Gỏi cuốn Nha Trang,Gỏi cuốn,Nha Trang,Trung,Món nướng,77891,"Gỏi cuốn là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01140,Miến gà Đà Nẵng,Miến gà,Đà Nẵng,Trung,Món cuốn,51714,"Miến gà là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01141,Lẩu thái Sài Gòn,Lẩu thái,Sài Gòn,Nam,Lẩu,53762,"Lẩu thái là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01142,Bún mắm Sài Gòn,Bún mắm,Sài Gòn,Nam,Món khô,82991,"Bún mắm là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01143,Cháo gà Nha Trang,Cháo gà,Nha Trang,Trung,Món nướng,70374,"Cháo gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01144,Phở bò Nha Trang,Phở bò,Nha Trang,Trung,Món chiên,116893,"Phở bò là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01145,Bún mắm Đà Nẵng,Bún mắm,Đà Nẵng,Trung,Món nướng,115039,"Bún mắm là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01146,Bánh nậm Nha Trang,Bánh nậm,Nha Trang,Trung,Món nướng,90889,"Bánh nậm là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01147,Gỏi cuốn Cần Thơ,Gỏi cuốn,Cần Thơ,Nam,Món cuốn,107976,"Gỏi cuốn là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01148,Bánh cuốn Sài Gòn,Bánh cuốn,Sài Gòn,Nam,Món cuốn,33261,"Bánh cuốn là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01149,Bún cá Nha Trang,Bún cá,Nha Trang,Trung,Món khô,117919,"Bún cá là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01150,Bánh xèo Đà Nẵng,Bánh xèo,Đà Nẵng,Trung,Món nướng,86268,"Bánh xèo là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01151,Phở gà Nha Trang,Phở gà,Nha Trang,Trung,Món cuốn,35349,"Phở gà là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01152,Mì Quảng Sài Gòn,Mì Quảng,Sài Gòn,Nam,Món nước,103394,"Mì Quảng là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01153,Bánh mì Cần Thơ,Bánh mì,Cần Thơ,Nam,Lẩu,16364,"Bánh mì là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01154,Bún bò Huế Đà Nẵng,Bún bò Huế,Đà Nẵng,Trung,Món chiên,81971,"Bún bò Huế là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01155,Cao lầu Cần Thơ,Cao lầu,Cần Thơ,Nam,Món cuốn,110229,"Cao lầu là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01156,Gỏi cuốn Cần Thơ,Gỏi cuốn,Cần Thơ,Nam,Lẩu,96284,"Gỏi cuốn là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01157,Bún thịt nướng Nha Trang,Bún thịt nướng,Nha Trang,Trung,Món chiên,63496,"Bún thịt nướng là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01158,Cháo lòng Hà Nội,Cháo lòng,Hà Nội,Bắc,Món nướng,52983,"Cháo lòng là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01159,Bún riêu Hà Nội,Bún riêu,Hà Nội,Bắc,Món chiên,75195,"Bún riêu là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01160,Bánh nậm Cần Thơ,Bánh nậm,Cần Thơ,Nam,Món chiên,88585,"Bánh nậm là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01161,Phở bò Đà Nẵng,Phở bò,Đà Nẵng,Trung,Lẩu,25847,"Phở bò là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01162,Bún cá Hải Phòng,Bún cá,Hải Phòng,Bắc,Món chiên,25526,"Bún cá là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01163,Cơm chiên Cần Thơ,Cơm chiên,Cần Thơ,Nam,Món khô,87013,"Cơm chiên là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01164,Cháo lòng Huế,Cháo lòng,Huế,Trung,Món khô,90922,"Cháo lòng là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01165,Bánh cuốn Cần Thơ,Bánh cuốn,Cần Thơ,Nam,Món chiên,95928,"Bánh cuốn là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01166,Bún mắm Hải Phòng,Bún mắm,Hải Phòng,Bắc,Món nướng,30337,"Bún mắm là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01167,Bún mắm Cần Thơ,Bún mắm,Cần Thơ,Nam,Lẩu,70491,"Bún mắm là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01168,Cơm chiên Huế,Cơm chiên,Huế,Trung,Món cuốn,113457,"Cơm chiên là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01169,Lẩu bò Nha Trang,Lẩu bò,Nha Trang,Trung,Món khô,101862,"Lẩu bò là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01170,Chả giò Huế,Chả giò,Huế,Trung,Món nướng,26441,"Chả giò là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01171,Bún bò Huế Cần Thơ,Bún bò Huế,Cần Thơ,Nam,Lẩu,86216,"Bún bò Huế là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01172,Bún cá Nha Trang,Bún cá,Nha Trang,Trung,Món chiên,95891,"Bún cá là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01173,Gỏi cuốn Hà Nội,Gỏi cuốn,Hà Nội,Bắc,Lẩu,44853,"Gỏi cuốn là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01174,Lẩu bò Cần Thơ,Lẩu bò,Cần Thơ,Nam,Lẩu,77131,"Lẩu bò là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01175,Miến gà Sài Gòn,Miến gà,Sài Gòn,Nam,Món chiên,59096,"Miến gà là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01176,Bún thịt nướng Hải Phòng,Bún thịt nướng,Hải Phòng,Bắc,Món cuốn,90721,"Bún thịt nướng là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01177,Mì Quảng Cần Thơ,Mì Quảng,Cần Thơ,Nam,Món chiên,55917,"Mì Quảng là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01178,Bún mắm Hà Nội,Bún mắm,Hà Nội,Bắc,Lẩu,118292,"Bún mắm là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01179,Bún bò Huế Nha Trang,Bún bò Huế,Nha Trang,Trung,Món chiên,116514,"Bún bò Huế là món ăn phổ biến tại Nha Trang, thuộc ẩm thực miền Trung."
FOOD01180,Cơm tấm Cần Thơ,Cơm tấm,Cần Thơ,Nam,Món khô,88122,"Cơm tấm là món ăn phổ biến tại Cần Thơ, thuộc ẩm thực miền Nam."
FOOD01181,Cao lầu Hải Phòng,Cao lầu,Hải Phòng,Bắc,Món khô,86650,"Cao lầu là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01182,Cao lầu Hải Phòng,Cao lầu,Hải Phòng,Bắc,Món chiên,83946,"Cao lầu là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01183,Chả giò Sài Gòn,Chả giò,Sài Gòn,Nam,Món cuốn,22508,"Chả giò là món ăn phổ biến tại Sài Gòn, thuộc ẩm thực miền Nam."
FOOD01184,Cháo gà Huế,Cháo gà,Huế,Trung,Lẩu,31638,"Cháo gà là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01185,Bánh mì Huế,Bánh mì,Huế,Trung,Món khô,95660,"Bánh mì là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01186,Lẩu hải sản Đà Nẵng,Lẩu hải sản,Đà Nẵng,Trung,Món nướng,68982,"Lẩu hải sản là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01187,Phở gà Đà Nẵng,Phở gà,Đà Nẵng,Trung,Món khô,23128,"Phở gà là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01188,Bún đậu mắm tôm Huế,Bún đậu mắm tôm,Huế,Trung,Món nước,87767,"Bún đậu mắm tôm là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01189,Bún cá Hải Phòng,Bún cá,Hải Phòng,Bắc,Món cuốn,96268,"Bún cá là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01190,Phở gà Hải Phòng,Phở gà,Hải Phòng,Bắc,Lẩu,75154,"Phở gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01191,Miến gà Hải Phòng,Miến gà,Hải Phòng,Bắc,Món nước,97528,"Miến gà là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01192,Bún riêu Hà Nội,Bún riêu,Hà Nội,Bắc,Món khô,71388,"Bún riêu là món ăn phổ biến tại Hà Nội, thuộc ẩm thực miền Bắc."
FOOD01193,Bún đậu mắm tôm Hải Phòng,Bún đậu mắm tôm,Hải Phòng,Bắc,Món nướng,106982,"Bún đậu mắm tôm là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01194,Bánh cuốn Hải Phòng,Bánh cuốn,Hải Phòng,Bắc,Món cuốn,69808,"Bánh cuốn là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
FOOD01195,Bánh mì Đà Nẵng,Bánh mì,Đà Nẵng,Trung,Món chiên,29475,"Bánh mì là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01196,Bánh xèo Huế,Bánh xèo,Huế,Trung,Món nước,92690,"Bánh xèo là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01197,Bánh mì Đà Nẵng,Bánh mì,Đà Nẵng,Trung,Món khô,86840,"Bánh mì là món ăn phổ biến tại Đà Nẵng, thuộc ẩm thực miền Trung."
FOOD01198,Bún thịt nướng Huế,Bún thịt nướng,Huế,Trung,Món nướng,16664,"Bún thịt nướng là món ăn phổ biến tại Huế, thuộc ẩm thực miền Trung."
FOOD01199,Lẩu bò Hải Phòng,Lẩu bò,Hải Phòng,Bắc,Món nướng,43204,"Lẩu bò là món ăn phổ biến tại Hải Phòng, thuộc ẩm thực miền Bắc."
