id,food_name,description,category,region,type,source,popularity,price_range
FOOD00063,Bún măng vịt,"Bún măng vịt là đặc sản nổi tiếng trong ẩm thực Việt Nam, thường được phục vụ trong các bữa ăn gia đình.",Món ăn Việt Nam,Việt Nam,Món nước,Generated,71,200k+
FOOD00064,Cơm chiên,"Cơm chiên hay cơm rang là một món cơm nấu đã được chế biến trong chảo hoặc chảo rán và thường được trộn với các thành phần khác như trứng, rau, hải sản hoặc thịt. Nó thường được ăn riêng lẻ hoặc như một món ăn kèm cho món ăn khác. Cơm chiên là một thành phần phổ biến của các món ăn Đông Á, Đông Nam Á và một số món ăn Nam Á. Cơm chiên thường được làm với các thành phần còn sót lại từ các món ăn khá...",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Wikipedia,44,50-100k
FOOD00065,Lẩu thái,"Lẩu thái có nguồn gốc từ ẩm thực dân gian Việt Nam, được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Miền Nam,Lẩu,Generated,8,200k+
FOOD00066,Nộm su hào,"Nộm su hào là món ăn phổ biến tại Việt Nam, được chế biến từ các nguyên liệu tươi ngon địa phương.",Món ăn Việt Nam,Miền Nam,Gỏi/Nộm,Generated,47,25-50k
FOOD00067,Gỏi gà,"Gỏi gà là món ăn phổ biến tại Việt Nam, được chế biến từ các nguyên liệu tươi ngon địa phương.",Món ăn Việt Nam,Việt Nam,Gỏi/Nộm,Generated,35,100-200k
FOOD00068,Phở cuốn,"Phở cuốn là một món ăn có nguồn gốc từ món phở, lần đầu tiên xuất hiện ở ngã tư phố Ngũ Xã và đường Nguyễn Khắc Hiếu tại thành phố Hà Nội.[1]",Món ăn Việt Nam,Việt Nam,Món nước,Wikipedia,78,100-200k
FOOD00069,Cháo tôm,"Cháo tôm là một món ăn truyền thống của Việt Nam, được yêu thích bởi hương vị đặc trưng và cách chế biến độc đáo.",Món ăn Việt Nam,Miền Trung,Khác,Generated,81,25-50k
FOOD00070,Phở chín,"Phở chín có nguồn gốc từ ẩm thực dân gian Việt Nam, được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Việt Nam,Món nước,Generated,36,25-50k
FOOD00071,Mì Quảng Đà Nẵng,"Mì Quảng Đà Nẵng là món ăn phổ biến tại Việt Nam, được chế biến từ các nguyên liệu tươi ngon địa phương.",Món ăn Việt Nam,Việt Nam,Món nước,Generated,50,50-100k
FOOD00072,Bánh hỏi,"Bánh hỏi là một món ăn đặc sản có rất nhiều ở Lâm Đồng, TP. HCM, Vĩnh Long, Đắk Lắk, Nha Trang, Gia Lai của Việt Nam. Bánh được làm từ bột gạo và có quy trình chế biến công phu, tỉ mỉ. Bánh hỏi thường ăn chung với mỡ hành, thịt quay, thịt nướng, lòng heo... đây là món ăn không thể thiếu trong những dịp lễ, cúng giỗ, cưới hỏi, lễ cúng ở đình, chùa của người dân và là một nét văn hóa ẩm thực của địa...",Món ăn Việt Nam,Việt Nam,Bánh,Wikipedia,4,100-200k
FOOD00073,Cháo gà,"Cháo gà hay súp gà là một món súp được làm từ thịt gà, ninh nhừ trong nước, thường kèm với nhiều thành phần nguyên liệu và gia vị khác như gạo, rau, cà rốt. Súp gà hoặc cháo gà cổ điển bao gồm nước dùng gà trong veo, thường có miếng thịt gà hoặc rau, những thứ bổ sung phổ biến là mì ống, mì, bánh bao, hoặc các loại ngũ cốc như gạo và lúa mạch, ở Việt Nam thì có thêm hành, ngò, muối, tiêu. Cháo gà ...",Món ăn Việt Nam,Việt Nam,Khác,Wikipedia,2,100-200k
FOOD00074,Bánh flan,"Bánh flan hay gọi theo tiếng Việt là bánh lăng hay ca-ra-men (tiếng Pháp: crème caramel và flan au caramel) là loại bánh được hấp chín từ các nguyên liệu chính là trứng và sữa, caramel (đường thắng). Đây là một loại bánh xuất xứ từ nền ẩm thực châu Âu tuy hiện nay đã phổ biến tại nhiều nơi trên thế giới. Ở Việt Nam, bánh flan thịnh hành tại các vùng đô thị như một đồ ăn tráng miệng, một thức quà đ...",Món ăn Việt Nam,Việt Nam,Bánh,Wikipedia,6,50-100k
FOOD00075,Bánh tráng phơi sương,"Bánh tráng phơi sương là loại bánh tráng đặc sản ở thị xã Trảng Bàng - Tây Ninh. Bánh dẻo, có vị mặn, có dạng hình tròn tương tự với các loại bánh tráng khác nhưng có màu trắng đục hơn và lấm tấm những hạt bong bóng nổi trên mặt bánh, có thể sử dụng trực tiếp không cần phải nhúng nước hay nướng giòn. Bánh tráng phơi sương đang được Sở Khoa học - công nghệ tỉnh Tây Ninh làm thủ tục để đăng ký thươn...",Món ăn Việt Nam,Việt Nam,Bánh,Wikipedia,54,10-25k
FOOD00076,Thịt nướng lá lốt,"Thịt nướng lá lốt là đặc sản nổi tiếng trong ẩm thực Việt Nam, thường được phục vụ trong các bữa ăn gia đình.",Món ăn Việt Nam,Việt Nam,Khác,Generated,4,50-100k
FOOD00077,Mì xào,Mì xào là tên gọi chỉ chung cho các món ăn được chế biến từ nguyên liệu chính là sợi mì với phương pháp xào. Đây là một trong những món ăn thông dụng trong ẩm thực đường phố ở châu Á.,Món ăn Việt Nam,Việt Nam,Món nước,Wikipedia,54,200k+
FOOD00078,Bánh tráng me,"Bánh tráng me có nguồn gốc từ ẩm thực dân gian Việt Nam, được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Miền Trung,Bánh,Generated,93,100-200k
FOOD00079,Cháo hến,"Cháo hến có nguồn gốc từ ẩm thực dân gian Việt Nam, được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Việt Nam,Khác,Generated,63,25-50k
FOOD00080,Bún bò Nam Bộ,Bún bò Nam Bộ (còn gọi là bún bò xào) là một món ăn Việt Nam phổ biến ở vùng Nam Bộ.[4],Món ăn Việt Nam,Việt Nam,Món nước,Wikipedia,18,200k+
FOOD00081,Phở gà,"Phở gà có nguồn gốc từ ẩm thực dân gian Việt Nam, được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Miền Nam,Món nước,Generated,90,100-200k
FOOD00082,Mắm tôm,"Mắm tôm (tiếng Anh: shrimp paste) là loại mắm được làm chủ yếu từ tôm hoặc moi và muối ăn, qua quá trình lên men tạo mùi vị và màu sắc đặc trưng. Nó còn là một loại gia vị lên men thường được sử dụng trong các món ăn Đông Nam Á và Nam Trung Quốc.",Món ăn Việt Nam,Việt Nam,Khác,Wikipedia,44,50-100k
FOOD00083,Bún ken,"Bún ken có nguồn gốc từ ẩm thực dân gian Việt Nam, được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Miền Trung,Món nước,Generated,34,200k+
FOOD00084,Hủ tiếu Mỹ Tho,"Hủ tiếu Mỹ Tho là loại hủ tiếu do người Mỹ Tho chế biến, nguyên liệu chính là hủ tiếu khô, nước dùng chính là thịt bằm nhỏ, lòng heo nấu cùng xương tủy heo. Sau đó trụng sơ mì với nước dùng và cho các nguyên liệu phụ vào như giá, hẹ, thịt bằm cùng lòng heo vào. Năm 2009, Hủ tiếu Mỹ Tho của Tổ hợp tác sản xuất hủ tiếu Mỹ Tho (ấp Hội Gia, xã Mỹ Phong, thành phố Mỹ Tho, Tiền Giang) được Trung tâm Thư...",Món ăn Việt Nam,Việt Nam,Món nước,Wikipedia,74,100-200k
FOOD00085,Tương ớt,"Tương ớt là thứ nước chấm cay có dạng đặc sệt như nước sốt và có màu cam đỏ, được làm từ nguyên liệu chính là ớt xay nhuyễn kết hợp với một số gia vị khác. Những nước trồng được ớt đều có tập quán làm tương ớt.",Món ăn Việt Nam,Việt Nam,Khác,Wikipedia,62,10-25k
FOOD00086,Lẩu cá,"Lẩu cá là một món ăn truyền thống của Việt Nam, được yêu thích bởi hương vị đặc trưng và cách chế biến độc đáo.",Món ăn Việt Nam,Miền Trung,Lẩu,Generated,100,10-25k
FOOD00087,Giò lụa,"Giò lụa, hay chả lụa (Từ dùng nhiều trong miền Nam) là tên gọi của món ăn được làm từ hai nguyên liệu cơ bản là thịt nạc thăn lợn giã nhuyễn kết hợp với nước mắm ngon, gói trong lá chuối và luộc chín. Thịnh hành trong ẩm thực Việt Nam từ Bắc tới Nam như một món ăn vừa phổ thông vừa sang trọng, giò lụa giòn và thơm đậm mùi thịt tươi luộc cộng với mùi đặc trưng của lá chuối tươi được luộc chín.",Món ăn Việt Nam,Việt Nam,Khác,Wikipedia,14,25-50k
FOOD00088,Ruốc tôm,"Ruốc tôm là một món ăn truyền thống của Việt Nam, được yêu thích bởi hương vị đặc trưng và cách chế biến độc đáo.",Món ăn Việt Nam,Miền Bắc,Khác,Generated,95,100-200k
FOOD00089,Cơm lam,"Cơm lam là loại cơm được làm từ gạo (thường là gạo nếp) cùng một số nguyên liệu khác, cho vào ống tre, giang, nứa v.v. và nướng chín trên lửa. Cơm đặc trưng của các dân tộc vùng Tây Bắc Việt Nam và các vùng Đông Bắc Việt Nam, Tây Nguyên và một số dân tộc tại Lào, Thái Lan, Campuchia, Myanmar và Trung Quốc.",Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Wikipedia,48,10-25k
FOOD00090,Chè ba màu,"Chè ba màu là món ăn phổ biến tại Việt Nam, được chế biến từ các nguyên liệu tươi ngon địa phương.",Món ăn Việt Nam,Việt Nam,Tráng miệng,Generated,15,50-100k
FOOD00091,Nem nướng,"Nem nướng là món thịt heo nướng hoặc thịt viên nướng của Việt Nam,[1] và là một món ăn phổ biến ở quốc gia này, đôi khi được dùng như một món khai vị hoặc món ăn nhẹ riêng lẻ, hoặc ăn kèm bún (hoặc cơm) như một món chính. Nem nướng là đặc sản của tỉnh Khánh Hòa (Nha Trang).[2]",Món ăn Việt Nam,Việt Nam,Khác,Wikipedia,72,100-200k
FOOD00092,Bánh khúc,"Bánh khúc hay xôi khúc, xôi cúc là loại bánh có nguồn gốc từ vùng đồng bằng Bắc Bộ.",Món ăn Việt Nam,Việt Nam,Bánh,Wikipedia,78,50-100k
FOOD00093,Nước mắm,"Nước mắm theo cách hiểu thông thường là chắt phần nước rỉ được từ cá, tôm và xác động vật nhuyễn thể khác được ướp muối lâu ngày. Nó được sử dụng rộng rãi trong ẩm thực của các quốc gia Đông Nam Á như Việt Nam và Thái Lan, để chấm hoặc gia vị chế biến các món ăn khác.Tại miền nam Trung Quốc, nước mắm cũng được sử dụng, nhưng chỉ dùng để làm dầu hay gia vị trong các món súp và thịt hầm.Trên phương ...",Món ăn Việt Nam,Việt Nam,Khác,Wikipedia,87,50-100k
FOOD00094,Bún suông,"Bún suông còn được gọi là bún đuông. Món ăn có xuất xứ từ Trà Vinh. Sở dĩ món ăn này có tên gọi như vậy là xuất phát từ chả tôm vừa tươi ngon và mềm mịn được tạo hình như những con đuông. Sự hấp dẫn của món này chính là nước lèo mang đậm chất Trà Vinh. Nước lèo không trong mà có màu nâu đậm, bởi được thêm một ít me và tương hạt vừa tạo nên vị ngọt thanh lại vừa thoang thoảng hương thơm của tương r...",Món ăn Việt Nam,Việt Nam,Món nước,Wikipedia,62,10-25k
FOOD00095,Gà nướng lá chuối,"Gà nướng lá chuối là món ăn phổ biến tại Việt Nam, được chế biến từ các nguyên liệu tươi ngon địa phương.",Món ăn Việt Nam,Miền Nam,Khác,Generated,40,100-200k
FOOD00096,Gỏi ngó sen,"Gỏi ngó sen là món ăn phổ biến tại Việt Nam, được chế biến từ các nguyên liệu tươi ngon địa phương.",Món ăn Việt Nam,Miền Nam,Gỏi/Nộm,Generated,85,200k+
FOOD00097,Lẩu măng chua,"Lẩu măng chua là một món ăn truyền thống của Việt Nam, được yêu thích bởi hương vị đặc trưng và cách chế biến độc đáo.",Món ăn Việt Nam,Miền Nam,Lẩu,Generated,80,10-25k
FOOD00098,Cao lầu Hội An,"Cao lầu Hội An là một món ăn truyền thống của Việt Nam, được yêu thích bởi hương vị đặc trưng và cách chế biến độc đáo.",Món ăn Việt Nam,Việt Nam,Khác,Generated,82,10-25k
FOOD00099,Hủ tiếu khô,"Hủ tiếu khô là đặc sản nổi tiếng trong ẩm thực Việt Nam, thường được phục vụ trong các bữa ăn gia đình.",Món ăn Việt Nam,Miền Bắc,Món nước,Generated,53,100-200k
FOOD00100,Chè đậu xanh,"Chè đậu xanh (giản thể: 绿豆沙; phồn thể: 綠豆沙; bính âm: Lǜdòu shā; Việt bính: luk6 dau6 saa1) là món ăn thanh nhiệt có nguồn gốc từ Trung Quốc với tác dụng giải độc, điều hòa ngũ tạng. Món này được làm từ đậu xanh có chứa nhiều vitamin tốt cho cơ thể như E, B1, B2, B3 và B6.[1]",Món ăn Việt Nam,Việt Nam,Tráng miệng,Wikipedia,24,100-200k
FOOD00101,Phở chua,"Phở chua là món ăn phổ biến tại Việt Nam, được chế biến từ các nguyên liệu tươi ngon địa phương.",Món ăn Việt Nam,Miền Nam,Món nước,Generated,26,50-100k
FOOD00102,Lẩu mắm,"Lẩu mắm là một món ăn truyền thống của Việt Nam, được yêu thích bởi hương vị đặc trưng và cách chế biến độc đáo.",Món ăn Việt Nam,Miền Nam,Lẩu,Generated,89,100-200k
FOOD00103,Mắm tôm chua,"Mắm tôm chua là một món ăn của Nam Bộ và miền Trung Việt Nam, đặc biệt là tại Gò Công và Huế, làm từ tôm bạc đất ủ chua. Gò Công và Huế là hai nơi làm mắm tôm chua nổi tiếng, tuy nhiên ở Huế thì nhiều cơ sở sản xuất hơn. Món này bắt nguồn từ Gò Công  được Nam Phương Hoàng hậu mang về Huế. Ngày nay tại Gò Công vẫn còn rất nhiều hộ gia đình vẫn giữ nghề và bán trên thị trường.",Món ăn Việt Nam,Việt Nam,Khác,Wikipedia,60,50-100k
FOOD00104,Bánh tráng cuốn thịt heo,"Bánh tráng cuốn thịt heo là món ăn phổ biến tại Việt Nam, được chế biến từ các nguyên liệu tươi ngon địa phương.",Món ăn Việt Nam,Miền Trung,Bánh,Generated,41,10-25k
FOOD00105,Cơm cháy,Cơm cháy là một lớp vỏ mỏng của gạo hơi nâu ở đáy nồi nấu. Nó được sản xuất trong quá trình nấu cơm qua nhiệt trực tiếp từ ngọn lửa và khi phục vụ thường là lớp cơm bị cháy xém và giòn.,Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Wikipedia,29,25-50k
FOOD00106,Bánh giò,"Bánh giò là một loại bánh được làm bằng bột gạo tẻ, bột năng hòa với nước xương hầm, nhân làm từ thịt nạc vai có kèm mộc nhĩ, hành tím khô, hành ta, hạt tiêu, nước mắm, muối, (ở Miền Nam nhân bánh còn có thêm trứng cút) Bánh giò có hình dài nhô cao như hình bàn tay úp khum khum với các ngón tay sát nhau, bánh được gói bằng lá chuối và hấp bằng chõ từ 30 đến 40 phút.[1]",Món ăn Việt Nam,Việt Nam,Bánh,Wikipedia,15,200k+
FOOD00107,Bánh khọt Vũng Tàu,"Bánh khọt Vũng Tàu là món ăn phổ biến tại Việt Nam, được chế biến từ các nguyên liệu tươi ngon địa phương.",Món ăn Việt Nam,Miền Bắc,Bánh,Generated,45,10-25k
FOOD00108,Cơm rượu,Cơm rượu là một món ăn truyền thống của Việt Nam.,Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Wikipedia,65,100-200k
FOOD00109,Nem rán,"Nem rán (hay chả giò, chả ram hay chả đa nem) là tên một món ăn nổi tiếng của người Việt, chúng cũng được gọi tắt là nem theo cách gọi phổ biến ở miền Bắc. Ở miền Trung, món ăn này thường gọi là ram (riêng ở Thanh Hóa gọi là chả), còn ở miền Nam, nó được gọi là chả giò.",Món ăn Việt Nam,Việt Nam,Khác,Wikipedia,89,200k+
FOOD00110,Bánh in,"Bánh in là một loại bánh có xuất xứ từ Huế, được làm từ bột năng, bột gạo nếp, đậu xanh, đường, các nguyên liệu khác và được ép, đúc thành khuôn mặt đáy của bánh có khắc các hình chữ Thọ, Phúc, Lộc và gói trong giấy ngũ sắc. Đây là loại bánh để dùng trong ngày Tết để đãi khách, sửa soạn, bài trì thờ cúng (giống như công dụng của bánh Thánh trong Công giáo). Do giá trị rẻ nên được rất nhiều người ư...",Món ăn Việt Nam,Việt Nam,Bánh,Wikipedia,71,25-50k
FOOD00111,Xôi gấc,Xôi gấc là một loại xôi có màu đỏ đặc trưng của gấc. Món này được dùng nhiều và không thể thiếu trong các ngày lễ Tết cổ truyền và cưới hỏi ở Việt Nam vì nó được tin là đem đến may mắn.,Món ăn Việt Nam,Việt Nam,Món cơm/xôi,Wikipedia,9,25-50k
FOOD00112,Phở Hà Nội,"Phở Hà Nội là đặc sản nổi tiếng của Hà Nội, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Hà Nội,Món nước,Regional,3,100-200k
FOOD00113,Bún chả Hà Nội,"Bún chả Hà Nội là đặc sản nổi tiếng của Hà Nội, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Hà Nội,Món nước,Regional,20,50-100k
FOOD00114,Bánh cuốn Thanh Trì,"Bánh cuốn Thanh Trì là đặc sản nổi tiếng của Hà Nội, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Hà Nội,Bánh,Regional,59,100-200k
FOOD00115,Nem chua Thanh Hóa,"Nem chua Thanh Hóa là đặc sản nổi tiếng của Hà Nội, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Hà Nội,Khác,Regional,36,10-25k
FOOD00116,Xôi xéo,"Xôi xéo là đặc sản nổi tiếng của Hà Nội, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Hà Nội,Món cơm/xôi,Regional,19,50-100k
FOOD00117,Cháo sườn,"Cháo sườn là đặc sản nổi tiếng của Hà Nội, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Hà Nội,Khác,Regional,90,25-50k
FOOD00118,Bánh trôi tàu,"Bánh trôi tàu là đặc sản nổi tiếng của Hà Nội, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Hà Nội,Bánh,Regional,67,50-100k
FOOD00119,Bánh mì Sài Gòn,"Bánh mì Sài Gòn là đặc sản nổi tiếng của TP.HCM, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,TP.HCM,Món nước,Regional,19,50-100k
FOOD00120,Cơm tấm Sài Gòn,"Cơm tấm Sài Gòn là đặc sản nổi tiếng của TP.HCM, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,TP.HCM,Món cơm/xôi,Regional,20,200k+
FOOD00121,Bánh xèo miền Nam,"Bánh xèo miền Nam là đặc sản nổi tiếng của TP.HCM, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,TP.HCM,Bánh,Regional,96,50-100k
FOOD00122,Bánh tráng nướng,"Bánh tráng nướng là đặc sản nổi tiếng của TP.HCM, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,TP.HCM,Bánh,Regional,71,50-100k
FOOD00123,Bánh bò,"Bánh bò là đặc sản nổi tiếng của TP.HCM, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,TP.HCM,Bánh,Regional,52,100-200k
FOOD00124,Chè Huế,"Chè Huế là đặc sản nổi tiếng của Huế, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Huế,Tráng miệng,Regional,33,25-50k
FOOD00125,Bánh khoái,"Bánh khoái là đặc sản nổi tiếng của Huế, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Huế,Bánh,Regional,40,100-200k
FOOD00126,Nem lụi,"Nem lụi là đặc sản nổi tiếng của Huế, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Huế,Khác,Regional,39,100-200k
FOOD00127,Bánh căn Huế,"Bánh căn Huế là đặc sản nổi tiếng của Huế, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Huế,Bánh,Regional,82,10-25k
FOOD00128,Bánh xèo Đà Nẵng,"Bánh xèo Đà Nẵng là đặc sản nổi tiếng của Đà Nẵng, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Đà Nẵng,Bánh,Regional,1,100-200k
FOOD00129,Bánh căn Đà Nẵng,"Bánh căn Đà Nẵng là đặc sản nổi tiếng của Đà Nẵng, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Đà Nẵng,Bánh,Regional,11,200k+
FOOD00130,Bánh ít lá gai,"Bánh ít lá gai là đặc sản nổi tiếng của Đà Nẵng, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Đà Nẵng,Bánh,Regional,92,200k+
FOOD00131,Bánh cống,"Bánh cống là đặc sản nổi tiếng của Cần Thơ, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Cần Thơ,Bánh,Regional,57,10-25k
FOOD00132,Bánh xèo miền Tây,"Bánh xèo miền Tây là đặc sản nổi tiếng của Cần Thơ, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Cần Thơ,Bánh,Regional,89,25-50k
FOOD00133,Chè thái,"Chè thái là đặc sản nổi tiếng của Cần Thơ, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Cần Thơ,Tráng miệng,Regional,50,25-50k
FOOD00134,Bánh pia,"Bánh pia là đặc sản nổi tiếng của Cần Thơ, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Cần Thơ,Bánh,Regional,23,100-200k
FOOD00135,Bánh căn Cần Thơ,"Bánh căn Cần Thơ là đặc sản nổi tiếng của Cần Thơ, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Cần Thơ,Bánh,Regional,31,100-200k
FOOD00136,Bánh căn Nha Trang,"Bánh căn Nha Trang là đặc sản nổi tiếng của Nha Trang, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Nha Trang,Bánh,Regional,94,100-200k
FOOD00137,Bánh xèo Nha Trang,"Bánh xèo Nha Trang là đặc sản nổi tiếng của Nha Trang, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Nha Trang,Bánh,Regional,42,25-50k
FOOD00138,Nem nướng Nha Trang,"Nem nướng Nha Trang là đặc sản nổi tiếng của Nha Trang, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Nha Trang,Khác,Regional,99,50-100k
FOOD00139,Bún chả cá,"Bún chả cá là đặc sản nổi tiếng của Nha Trang, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Nha Trang,Món nước,Regional,7,200k+
FOOD00140,Bánh canh chả cá,"Bánh canh chả cá là đặc sản nổi tiếng của Nha Trang, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Nha Trang,Bánh,Regional,16,50-100k
FOOD00141,Chè Nha Trang,"Chè Nha Trang là đặc sản nổi tiếng của Nha Trang, mang đậm hương vị địa phương với cách chế biến truyền thống được truyền từ đời này sang đời khác.",Món ăn Việt Nam,Nha Trang,Tráng miệng,Regional,90,50-100k
FOOD00142,Phở miền Bắc,"Phở miền Bắc là một biến thể độc đáo của món Phở, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,1,10-25k
FOOD00143,Phở miền Trung,"Phở miền Trung là một biến thể độc đáo của món Phở, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,48,100-200k
FOOD00144,Phở miền Nam,"Phở miền Nam là một biến thể độc đáo của món Phở, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,12,10-25k
FOOD00145,Phở Sài Gòn,"Phở Sài Gòn là một biến thể độc đáo của món Phở, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,69,200k+
FOOD00146,Phở Huế,"Phở Huế là một biến thể độc đáo của món Phở, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,37,100-200k
FOOD00147,Phở nướng,"Phở nướng là món ăn được chế biến bằng phương pháp nướng, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,32,50-100k
FOOD00148,Phở luộc,"Phở luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,9,200k+
FOOD00149,Phở hấp,"Phở hấp là món ăn được chế biến bằng phương pháp hấp, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,48,10-25k
FOOD00150,Bún miền Bắc,"Bún miền Bắc là một biến thể độc đáo của món Bún, được chế biến theo phong cách miền Bắc với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,72,100-200k
FOOD00151,Bún miền Trung,"Bún miền Trung là một biến thể độc đáo của món Bún, được chế biến theo phong cách miền Trung với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,36,100-200k
FOOD00152,Bún miền Nam,"Bún miền Nam là một biến thể độc đáo của món Bún, được chế biến theo phong cách miền Nam với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,38,25-50k
FOOD00153,Bún Sài Gòn,"Bún Sài Gòn là một biến thể độc đáo của món Bún, được chế biến theo phong cách Sài Gòn với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,84,50-100k
FOOD00154,Bún Hà Nội,"Bún Hà Nội là một biến thể độc đáo của món Bún, được chế biến theo phong cách Hà Nội với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,99,50-100k
FOOD00155,Bún Huế,"Bún Huế là một biến thể độc đáo của món Bún, được chế biến theo phong cách Huế với hương vị đặc trưng riêng biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Variation,89,200k+
FOOD00156,Bún nướng,"Bún nướng là món ăn được chế biến bằng phương pháp nướng, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,99,10-25k
FOOD00157,Bún luộc,"Bún luộc là món ăn được chế biến bằng phương pháp luộc, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,25,50-100k
FOOD00158,Bún chiên,"Bún chiên là món ăn được chế biến bằng phương pháp chiên, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,93,10-25k
FOOD00159,Bún xào,"Bún xào là món ăn được chế biến bằng phương pháp xào, tạo nên hương vị và kết cấu đặc biệt khác biệt.",Món ăn Việt Nam,Việt Nam,Món nước,Method,18,100-200k
